2013-07-01,1.84439,2,
2013-07-02,1.84462,2,
2013-07-03,1.84485,2,
2013-07-04,1.84508,2,
2013-07-05,1.84531,2,
2013-07-06,1.84554,2,
2013-07-07,1.84577,2,
2013-07-08,1.846,2,
2013-07-09,1.84623,2,
2013-07-10,1.84646,2,
2013-07-11,1.84669,2,
2013-07-12,1.84692,2,
2013-07-13,1.84715,2,
2013-07-14,1.84738,2,
2013-07-15,1.84761,2,
2013-07-16,1.84784,2,
2013-07-17,1.84807,2,
2013-07-18,1.8483,2,
2013-07-19,1.84853,2,
2013-07-20,1.84876,2,
2013-07-21,1.84899,2,
2013-07-22,1.84922,2,
2013-07-23,1.84945,2,
2013-07-24,1.84968,2,
2013-07-25,1.84991,2,
2013-07-26,1.85014,2,
2013-07-27,1.85037,2,
2013-07-28,1.8506,2,
2013-07-29,1.85083,2,
2013-07-30,1.85106,2,
2013-07-31,1.85129,2,
2013-07-01,6.96,1,
2013-07-02,6.96,1,
2013-07-03,6.96,1,
2013-07-04,6.96,1,
2013-07-05,6.96,1,
2013-07-06,6.96,1,
2013-07-07,6.96,1,
2013-07-08,6.96,1,
2013-07-09,6.96,1,
2013-07-10,6.96,1,
2013-07-11,6.96,1,
2013-07-12,6.96,1,
2013-07-13,6.96,1,
2013-07-14,6.96,1,
2013-07-15,6.96,1,
2013-07-16,6.96,1,
2013-07-17,6.96,1,
2013-07-18,6.96,1,
2013-07-19,6.96,1,
2013-07-20,6.96,1,
2013-07-21,6.96,1,
2013-07-22,6.96,1,
2013-07-23,6.96,1,
2013-07-24,6.96,1,
2013-07-25,6.96,1,
2013-07-26,6.96,1,
2013-07-27,6.96,1,
2013-07-28,6.96,1,
2013-07-29,6.96,1,
2013-07-30,6.96,1,
2013-07-31,6.96,1,
